t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
92.0,-1040.6570089389375,-51715.04021169817,4,135.3547;219.0085;239.2008;200.2803,386.7278;625.7387;683.4307;572.2295,1;1;1;1,0,0
93.0,-1051.7172593112512,-52766.75747100942,4,136.7146;221.2725;241.9459;202.5137,390.6133;632.2072;691.2739;578.6107,1;1;1;1,0,0
94.0,-1062.7773140926604,-53829.53478510208,4,138.0745;223.5363;244.6908;204.7474,394.4985;638.6751;699.1167;584.9926,1;1;1;1,0,0
95.0,-1073.837175672064,-54903.371960774144,4,139.4343;225.7998;247.4357;206.9813,398.3836;645.1423;706.9592;591.3753,1;1;1;1,0,0
96.0,-1084.8968464102984,-55988.268807184446,4,140.7940;228.0631;250.1805;209.2155,402.2685;651.6090;714.8014;597.7586,1;1;1;1,0,0
97.0,-1095.9563286395137,-57084.22513582396,4,142.1536;230.3263;252.9252;211.4499,406.1532;658.0750;722.6433;604.1425,1;1;1;1,0,0
98.0,-1107.0156246626666,-58191.240760486624,4,143.5132;232.5892;255.6697;213.6845,410.0377;664.5405;730.4849;610.5272,1;1;1;1,0,0
99.0,-1118.0747367531237,-59309.315497239746,4,144.8727;234.8519;258.4142;215.9194,413.9220;671.0054;738.3263;616.9125,1;1;1;1,0,0
100.0,-1129.1336671543554,-60438.4491643941,4,146.2321;237.1144;261.1585;218.1544,417.8061;677.4697;746.1673;623.2984,1;1;1;1,0,0
101.0,-1140.1924180797205,-61578.64158247382,4,147.5915;239.3767;263.9028;220.3897,421.6901;683.9335;754.0080;629.6849,1;1;1;1,0,0
102.0,-1151.2509917123234,-62729.892574186146,4,148.9509;241.6389;266.6470;222.6252,425.5739;690.3967;761.8485;636.0720,1;1;1;1,0,0
103.0,-1162.3093902049422,-63892.20196439109,4,150.3101;243.9008;269.3910;224.8609,429.4575;696.8594;769.6887;642.4597,1;1;1;1,0,0
104.0,-1173.7533299657289,-65065.95529435682,4,151.6693;246.4626;272.1350;227.0968,433.3410;704.1787;777.5286;648.8480,1;1;1;1,0,0
105.0,-1185.1972529215664,-66251.15254727838,4,153.0286;249.0239;274.8792;229.3328,437.2247;711.4970;785.3691;655.2365,1;1;1;1,0,0
106.0,-1196.64115845768,-67447.79370573607,4,154.3880;251.5850;277.6236;231.5688,441.1086;718.8142;793.2102;661.6252,1;1;1;1,0,0
107.0,-1208.0850460048755,-68655.87875174095,4,155.7475;254.1456;280.3681;233.8049,444.9928;726.1303;801.0518;668.0141,1;1;1;1,0,0
108.0,-1219.5289150366896,-69875.40766677764,4,157.1070;256.7059;283.1129;236.0411,448.8771;733.4454;808.8939;674.4033,1;1;1;1,0,0
109.0,-1230.9727650667242,-71106.38043184436,4,158.4666;259.2659;285.8578;238.2774,452.7617;740.7596;816.7366;680.7926,1;1;1;1,0,0
110.0,-1242.4165956461625,-72348.79702749052,4,159.8263;261.8255;288.6029;240.5138,456.6465;748.0728;824.5799;687.1822,1;1;1;1,0,0
111.0,-1253.860406361445,-73602.65743385197,4,161.1860;264.3847;291.3482;242.7502,460.5316;755.3850;832.4236;693.5719,1;1;1;1,0,0
112.0,-1265.3041968320981,-74867.96163068408,4,162.5459;266.9437;294.0937;244.9866,464.4168;762.6963;840.2678;699.9618,1;1;1;1,0,0
113.0,-1276.7479667087036,-76144.70959739278,4,163.9058;269.5023;296.8394;247.2232,468.3022;770.0066;848.1125;706.3520,1;1;1;1,0,0
114.0,-1288.1917156709994,-77432.90131306378,4,165.2657;272.0606;299.5852;249.4598,472.1878;777.3161;855.9577;712.7423,1;1;1;1,0,0
115.0,-1299.6354434260998,-78732.53675648988,4,166.6258;274.6186;302.3312;251.6965,476.0736;784.6246;863.8033;719.1328,1;1;1;1,0,0
116.0,-1311.0791497068317,-80043.6159061967,4,167.9859;277.1763;305.0773;253.9332,479.9596;791.9323;871.6494;725.5235,1;1;1;1,0,0
117.0,-1322.5228342701723,-81366.13874046688,4,169.3460;279.7337;307.8236;256.1700,483.8458;799.2392;879.4959;731.9144,1;1;1;1,0,0
118.0,-1333.9664968957898,-82700.10523736267,4,170.7062;282.2908;310.5700;258.4069,487.7321;806.5451;887.3429;738.3054,1;1;1;1,0,0
119.0,-1345.410137384669,-84045.51537474734,4,172.0665;284.8476;313.3166;260.6438,491.6186;813.8503;895.1903;744.6966,1;1;1;1,0,0
120.0,-1356.8537555578278,-85402.36913030516,4,173.4269;287.4041;316.0633;262.8808,495.5053;821.1547;903.0381;751.0880,1;1;1;1,0,0
121.0,-1368.2973512551096,-86770.66648156027,4,174.7873;289.9604;318.8102;265.1179,499.3922;828.4582;910.8863;757.4796,1;1;1;1,0,0
122.0,-1379.7409243340496,-88150.40740589432,4,176.1477;292.5164;321.5572;267.3550,503.2792;835.7610;918.7350;763.8713,1;1;1;1,0,0
123.0,-1391.1844746688128,-89541.59188056314,4,177.5082;295.0721;324.3044;269.5921,507.1664;843.0630;926.5840;770.2632,1;1;1;1,0,0
124.0,-1402.628002149193,-90944.21988271234,4,178.8688;297.6275;327.0517;271.8294,511.0537;850.3642;934.4334;776.6553,1;1;1;1,0,0
125.0,-1414.0715066796756,-92358.291389392,4,180.2294;300.1827;329.7991;274.0666,514.9412;857.6647;942.2832;783.0475,1;1;1;1,0,0
126.0,-1425.514988178554,-93783.80637757055,4,181.5901;302.7376;332.5467;276.3040,518.8289;864.9645;950.1333;789.4399,1;1;1;1,0,0
127.0,-1436.9584465770986,-95220.76482414766,4,182.9508;305.2922;335.2944;278.5414,522.7167;872.2636;957.9839;795.8324,1;1;1;1,0,0
128.0,-1448.4018818187785,-96669.16670596643,4,184.3116;307.8467;338.0422;280.7788,526.6046;879.5619;965.8348;802.2251,1;1;1;1,0,0
129.0,-1261.181968111663,-97930.3486740781,4,185.4578;156.5633;340.2770;283.0656,529.8793;447.3238;972.2201;808.7590,1;1;1;1,0,0
130.0,-1272.4075024181711,-99202.75617649626,4,186.7254;159.2020;342.8155;285.3519,533.5010;454.8628;979.4728;815.2911,1;1;1;1,0,0
131.0,-1283.6368830417603,-100486.39305953802,4,187.9943;161.8395;345.3572;287.6377,537.1266;462.3986;986.7349;821.8219,1;1;1;1,0,0
132.0,-1294.8699988812584,-101781.26305841928,4,189.2646;164.4759;347.9021;289.9230,540.7560;469.9312;994.0059;828.3514,1;1;1;1,0,0
133.0,-1306.1067429917234,-103087.369801411,4,190.5362;167.1112;350.4500;292.2079,544.3890;477.4605;1001.2858;834.8796,1;1;1;1,0,0
134.0,-1317.3470123987843,-104404.71681380978,4,191.8090;169.7454;353.0010;294.4923,548.0257;484.9868;1008.5743;841.4066,1;1;1;1,0,0
135.0,-1328.5907079223887,-105733.30752173216,4,193.0830;172.3785;355.5549;296.7763,551.6658;492.5100;1015.8712;847.9323,1;1;1;1,0,0
136.0,-1339.8377340094423,-107073.1452557416,4,194.3583;175.0106;358.1117;299.0599,555.3094;500.0302;1023.1763;854.4568,1;1;1;1,0,0
137.0,-1351.0879985748506,-108424.23325431645,4,195.6347;177.6416;360.6713;301.3431,558.9563;507.5474;1030.4894;860.9802,1;1;1;1,0,0
138.0,-1362.3414128505026,-109786.57466716695,4,196.9123;180.2716;363.2336;303.6258,562.6065;515.0617;1037.8103;867.5024,1;1;1;1,0,0
139.0,-1373.5978912417588,-111160.17255840871,4,198.1910;182.9006;365.7986;305.9082,566.2599;522.5732;1045.1388;874.0234,1;1;1;1,0,0
140.0,-1384.857351191039,-112545.02990959975,4,199.4707;185.5286;368.3662;308.1902,569.9164;530.0818;1052.4748;880.5433,1;1;1;1,0,0
141.0,-1396.1197130481191,-113941.14962264786,4,200.7516;188.1557;370.9363;310.4717,573.5760;537.5877;1059.8180;887.0621,1;1;1;1,0,0
142.0,-1407.3848999467793,-115348.53452259464,4,202.0335;190.7818;373.5089;312.7529,577.2385;545.0909;1067.1683;893.5798,1;1;1;1,0,0
143.0,-1418.6528376874521,-116767.18736028209,4,203.3164;193.4070;376.0840;315.0338,580.9040;552.5914;1074.5256;900.0964,1;1;1;1,0,0
144.0,-1429.9234546255552,-118197.11081490765,4,204.6003;196.0312;378.6614;317.3142,584.5723;560.0893;1081.8896;906.6120,1;1;1;1,0,0
145.0,-1441.1966815652006,-119638.30749647284,4,205.8852;198.6546;381.2411;319.5943,588.2434;567.5846;1089.2603;913.1266,1;1;1;1,0,0
146.0,-1452.4724516579943,-121090.77994813083,4,207.1710;201.2770;383.8231;321.8740,591.9172;575.0773;1096.6375;919.6401,1;1;1;1,0,0
147.0,-1463.750700306654,-122554.53064843749,4,208.4578;203.8986;386.4073;324.1534,595.5937;582.5675;1104.0210;926.1527,1;1;1;1,0,0
148.0,-1475.0313650731916,-124029.56201351069,4,209.7455;206.5193;388.9937;326.4325,599.2728;590.0553;1111.4107;932.6642,1;1;1;1,0,0
149.0,-1486.314385591419,-125515.87639910211,4,211.0341;209.1392;391.5823;328.7112,602.9545;597.5406;1118.8065;939.1748,1;1;1;1,0,0
150.0,-1497.5997034835525,-127013.47610258566,4,212.3235;211.7582;394.1729;330.9896,606.6386;605.0236;1126.2082;945.6845,1;1;1;1,0,0
151.0,-1508.8872622806944,-128522.36336486635,4,213.6138;214.3765;396.7655;333.2676,610.3253;612.5042;1133.6158;952.1932,1;1;1;1,0,0
152.0,-1520.1770073470009,-130042.54037221335,4,214.9050;216.9939;399.3601;335.5453,614.0143;619.9824;1141.0290;958.7010,1;1;1;1,0,0
153.0,-1531.4688858073366,-131574.0092580207,4,216.1970;219.6105;401.9567;337.8228,617.7057;627.4584;1148.4478;965.2079,1;1;1;1,0,0
154.0,-1542.7628464782404,-133116.77210449893,4,217.4898;222.2263;404.5552;340.0998,621.3994;634.9322;1155.8720;971.7139,1;1;1;1,0,0
155.0,-1554.0588398020295,-134670.83094430095,4,218.7834;224.8413;407.1556;342.3766,625.0953;642.4037;1163.3016;978.2190,1;1;1;1,0,0
156.0,-1565.356817783888,-136236.18776208482,4,220.0777;227.4556;409.7578;344.6531,628.7935;649.8731;1170.7365;984.7232,1;1;1;1,0,0
157.0,-1576.6567339317783,-137812.8444960166,4,221.3728;230.0691;412.3618;346.9293,632.4938;657.3403;1178.1764;991.2266,1;1;1;1,0,0
158.0,-1587.958543199044,-139400.80303921565,4,222.6687;232.6819;414.9675;349.2052,636.1963;664.8054;1185.6214;997.7292,1;1;1;1,0,0
159.0,-1599.2622019295598,-141000.0652411452,4,223.9653;235.2940;417.5750;351.4808,639.9008;672.2684;1193.0714;1004.2309,1;1;1;1,0,0
160.0,-1610.5676678053044,-142610.6329089505,4,225.2626;237.9053;420.1841;353.7561,643.6074;679.7294;1200.5261;1010.7319,1;1;1;1,0,0
161.0,-1621.87489979624,-144232.50780874674,4,226.5606;240.5159;422.7950;356.0312,647.3161;687.1884;1207.9856;1017.2320,1;1;1;1,0,0
162.0,-1633.1838581123748,-145865.69166685911,4,227.8593;243.1259;425.4074;358.3060,651.0266;694.6453;1215.4497;1023.7313,1;1;1;1,0,0
163.0,-1644.4945041579101,-147510.18617101703,4,229.1587;245.7351;428.0214;360.5805,654.7392;702.1003;1222.9184;1030.2299,1;1;1;1,0,0
164.0,-1655.8068004873649,-149165.9929715044,4,230.4588;248.3437;430.6370;362.8547,658.4536;709.5534;1230.3915;1036.7277,1;1;1;1,0,0
165.0,-1667.1207107635823,-150833.11368226798,4,231.7595;250.9516;433.2542;365.1287,662.1699;717.0045;1237.8691;1043.2248,1;1;1;1,0,0
166.0,-1678.436199717527,-152511.5498819855,4,233.0608;253.5588;435.8728;367.4024,665.8880;724.4538;1245.3509;1049.7211,1;1;1;1,0,0
167.0,-1689.7532331097884,-154201.30311509527,4,234.3628;256.1654;438.4929;369.6758,669.6079;731.9012;1252.8369;1056.2167,1;1;1;1,0,0
168.0,-1701.0717776937047,-155902.37489278897,4,235.6653;258.7714;441.1145;371.9490,673.3295;739.3468;1260.3271;1062.7115,1;1;1;1,0,0
169.0,-1712.3918011800336,-157614.766693969,4,236.9685;261.3767;443.7375;374.2220,677.0530;746.7906;1267.8214;1069.2057,1;1;1;1,0,0
170.0,-1723.7132722030942,-159338.47996617208,4,238.2723;263.9814;446.3619;376.4947,680.7781;754.2326;1275.3196;1075.6992,1;1;1;1,0,0
171.0,-1735.0361602883113,-161073.5161264604,4,239.5767;266.5855;448.9876;378.7672,684.5048;761.6729;1282.8218;1082.1920,1;1;1;1,0,0
172.0,-1746.3604358210973,-162819.87656228148,4,240.8816;269.1890;451.6147;381.0394,688.2332;769.1114;1290.3278;1088.6841,1;1;1;1,0,0
173.0,-1757.686070017005,-164577.56263229848,4,242.1871;271.7919;454.2432;383.3114,691.9633;776.5483;1297.8376;1095.1755,1;1;1;1,0,0
174.0,-1769.0130348930982,-166346.5756671916,4,243.4932;274.3942;456.8729;385.5832,695.6949;783.9834;1305.3511;1101.6663,1;1;1;1,0,0
175.0,-1780.341303240481,-168126.91697043207,4,244.7998;276.9959;459.5039;387.8547,699.4281;791.4169;1312.8682;1108.1564,1;1;1;1,0,0
176.0,-1791.6708485979289,-169918.58781902998,4,246.1070;279.5971;462.1361;390.1261,703.1628;798.8487;1320.3889;1114.6459,1;1;1;1,0,0
177.0,-1803.0016452265786,-171721.58946425657,4,247.4146;282.1976;464.7696;392.3972,706.8990;806.2790;1327.9132;1121.1347,1;1;1;1,0,0
178.0,-1814.3336680856216,-173535.9231323422,4,248.7228;284.7977;467.4043;394.6680,710.6367;813.7076;1335.4409;1127.6230,1;1;1;1,0,0
179.0,-1825.6668928089612,-175361.59002515115,4,250.0315;287.3971;470.0402;396.9387,714.3759;821.1347;1342.9720;1134.1106,1;1;1;1,0,0
180.0,-1837.001295682784,-177198.59132083392,4,251.3408;289.9961;472.6773;399.2092,718.1164;828.5602;1350.5064;1140.5976,1;1;1;1,0,0
181.0,-1848.336853624014,-179046.92817445792,4,252.6505;292.5945;475.3155;401.4794,721.8584;835.9842;1358.0442;1147.0840,1;1;1;1,0,0
182.0,-1859.6735441595963,-180906.60171861752,4,253.9606;295.1923;477.9548;403.7494,725.6018;843.4066;1365.5851;1153.5698,1;1;1;1,0,0
183.0,-1871.0113454065888,-182777.6130640241,4,255.2713;297.7897;480.5953;406.0193,729.3466;850.8276;1373.1293;1160.0551,1;1;1;1,0,0
184.0,-1882.3502360530142,-184659.96330007713,4,256.5824;300.3865;483.2368;408.2889,733.0927;858.2471;1380.6766;1166.5398,1;1;1;1,0,0
185.0,-1893.6901953394467,-186553.65349541657,4,257.8940;302.9828;485.8794;410.5584,736.8401;865.6651;1388.2269;1173.0239,1;1;1;1,0,0
186.0,-1905.0312030412965,-188458.68469845786,4,259.2061;305.5786;488.5231;412.8276,740.5888;873.0817;1395.7803;1179.5074,1;1;1;1,0,0
187.0,-1916.373239451764,-190375.05793790962,4,260.5186;308.1739;491.1678;415.0967,744.3388;880.4969;1403.3366;1185.9904,1;1;1;1,0,0
188.0,-1927.7162853654365,-192302.77422327505,4,261.8315;310.7687;493.8136;417.3655,748.0900;887.9107;1410.8959;1192.4729,1;1;1;1,0,0
189.0,-1939.0603220624946,-194241.83454533754,4,263.1449;313.3631;496.4603;419.6342,751.8425;895.3231;1418.4580;1198.9548,1;1;1;1,0,0
190.0,-1950.4053312935077,-196192.23987663104,4,264.4587;315.9570;499.1081;421.9027,755.5962;902.7341;1426.0230;1205.4362,1;1;1;1,0,0
191.0,-1961.7512952647917,-198153.99117189582,4,265.7729;318.5503;501.7568;424.1710,759.3512;910.1438;1433.5908;1211.9171,1;1;1;1,0,0
192.0,-1973.0981966243014,-200127.08936852013,4,267.0875;321.1433;504.4065;426.4391,763.1073;917.5522;1441.1613;1218.3975,1;1;1;1,0,0
193.0,-1984.4460184480445,-202111.53538696817,4,268.4026;323.7357;507.0571;428.7071,766.8645;924.9592;1448.7345;1224.8773,1;1;1;1,0,0
194.0,-1995.7947442269838,-204107.33013119517,4,269.7180;326.3277;509.7086;430.9748,770.6229;932.3650;1456.3104;1231.3567,1;1;1;1,0,0
195.0,-2007.1443578544147,-206114.47448904958,4,271.0339;328.9193;512.3611;433.2424,774.3825;939.7694;1463.8889;1237.8355,1;1;1;1,0,0
196.0,-2018.4948436137977,-208132.96933266337,4,272.3501;331.5104;515.0145;435.5099,778.1432;947.1726;1471.4700;1244.3139,1;1;1;1,0,0
197.0,-2029.8461861670257,-210162.8155188304,4,273.6667;334.1011;517.6688;437.7771,781.9049;954.5745;1479.0537;1250.7918,1;1;1;1,0,0
198.0,-2041.1983705431062,-212204.0138893735,4,274.9837;336.6913;520.3239;440.0442,785.6678;961.9752;1486.6398;1257.2692,1;1;1;1,0,0
199.0,-2052.551382127247,-214256.56527150076,4,276.3011;339.2811;522.9799;442.3111,789.4317;969.3746;1494.2284;1263.7461,1;1;1;1,0,0
200.0,-2063.905206650323,-216320.47047815108,4,277.6188;341.8705;525.6368;444.5779,793.1966;976.7729;1501.8194;1270.2226,1;1;1;1,0,0
201.0,-2075.2598301787157,-218395.7303083298,4,278.9369;344.4595;528.2945;446.8445,796.9626;984.1699;1509.4129;1276.6986,1;1;1;1,0,0
202.0,-2086.615239104501,-220482.3455474343,4,280.2554;347.0480;530.9530;449.1110,800.7297;991.5658;1517.0086;1283.1742,1;1;1;1,0,0
203.0,-2097.9714201359807,-222580.31696757028,4,281.5742;349.6362;533.6124;451.3773,804.4977;998.9605;1524.6067;1289.6493,1;1;1;1,0,0
204.0,-1765.65227001329,-224345.96923758357,4,282.9243;352.1009;269.5695;453.1348,808.3551;1006.0025;770.1987;1294.6710,1;1;1;1,0,0
205.0,-1776.9124953890064,-226122.88173297257,4,284.2745;354.6857;272.3329;455.1943,812.2130;1013.3877;778.0941;1300.5551,1;1;1;1,0,0
206.0,-1788.1751827120513,-227911.05691568463,4,285.6249;357.2705;275.0965;457.2554,816.0713;1020.7728;785.9900;1306.4441,1;1;1;1,0,0
207.0,-1799.4402828274028,-229710.49719851202,4,286.9755;359.8552;277.8602;459.3183,819.9300;1028.1577;793.8862;1312.3379,1;1;1;1,0,0
208.0,-1810.7077478562796,-231521.2049463683,4,288.3262;362.4398;280.6240;461.3827,823.7891;1035.5424;801.7828;1318.2363,1;1;1;1,0,0
209.0,-1821.9775311558155,-233343.1824775241,4,289.6770;365.0244;283.3879;463.4488,827.6486;1042.9269;809.6797;1324.1394,1;1;1;1,0,0
210.0,-1833.2495872802187,-235176.4320648043,4,291.0280;367.6089;286.1519;465.5164,831.5085;1050.3112;817.5769;1330.0469,1;1;1;1,0,0
211.0,-1844.5238719433537,-237020.95593674766,4,292.3791;370.1934;288.9160;467.5856,835.3688;1057.6953;825.4744;1335.9590,1;1;1;1,0,0
212.0,-1855.8003419826857,-238876.75627873035,4,293.7303;372.7777;291.6803;469.6564,839.2295;1065.0792;833.3723;1341.8754,1;1;1;1,0,0
213.0,-1867.0789553245318,-240743.8352340549,4,295.0817;375.3620;294.4446;471.7286,843.0905;1072.4629;841.2704;1347.7961,1;1;1;1,0,0
214.0,-1878.3596709505666,-242622.19490500545,4,296.4332;377.9462;297.2091;473.8024,846.9520;1079.8463;849.1689;1353.7210,1;1;1;1,0,0
215.0,-1889.6424488655318,-244511.83735387097,4,297.7848;380.5303;299.9737;475.8776,850.8138;1087.2295;857.0676;1359.6502,1;1;1;1,0,0
216.0,-1900.927250066097,-246412.76460393707,4,299.1366;383.1143;302.7383;477.9542,854.6760;1094.6124;864.9666;1365.5834,1;1;1;1,0,0
217.0,-1912.2140365108291,-248324.9786404479,4,300.4885;385.6983;305.5031;480.0322,858.5385;1101.9950;872.8659;1371.5207,1;1;1;1,0,0
218.0,-1923.502771091226,-250248.48141153913,4,301.8405;388.2821;308.2679;482.1117,862.4014;1109.3774;880.7654;1377.4620,1;1;1;1,0,0
219.0,-1934.7934176037647,-252183.2748291429,4,303.1926;390.8658;311.0328;484.1925,866.2647;1116.7595;888.6652;1383.4071,1;1;1;1,0,0
220.0,-1946.0859407229373,-254129.36076986583,4,304.5449;393.4495;313.7978;486.2747,870.1282;1124.1413;896.5652;1389.3562,1;1;1;1,0,0
221.0,-1957.380305975221,-256086.74107584104,4,305.8973;396.0330;316.5629;488.3582,873.9922;1131.5229;904.4655;1395.3090,1;1;1;1,0,0
222.0,-1968.6764797139522,-258055.417555555,4,307.2497;398.6164;319.3281;490.4430,877.8564;1138.9041;912.3660;1401.2656,1;1;1;1,0,0
223.0,-1979.9744290950698,-260035.39198465008,4,308.6023;401.1998;322.0934;492.5291,881.7210;1146.2851;920.2668;1407.2259,1;1;1;1,0,0
224.0,-1991.2741220536946,-262026.66610670378,4,309.9551;403.7830;324.8587;494.6164,885.5859;1153.6657;928.1677;1413.1898,1;1;1;1,0,0
225.0,-2002.5755272815024,-264029.2416339853,4,311.3079;406.3661;327.6241;496.7050,889.4511;1161.0461;936.0689;1419.1572,1;1;1;1,0,0
226.0,-2013.878614204875,-266043.1202481902,4,312.6608;408.9491;330.3896;498.7949,893.3167;1168.4261;943.9703;1425.1282,1;1;1;1,0,0
227.0,-2025.1833529637875,-268068.30360115395,4,314.0139;411.5320;333.1552;500.8859,897.1825;1175.8059;951.8719;1431.1027,1;1;1;1,0,0
228.0,-2036.4897143914072,-270104.79331554536,4,315.3670;414.1148;335.9208;502.9782,901.0487;1183.1853;959.7737;1437.0806,1;1;1;1,0,0
229.0,-2047.7976699943779,-272152.5909855397,4,316.7203;416.6975;338.6865;505.0716,904.9151;1190.5643;967.6757;1443.0619,1;1;1;1,0,0
230.0,-2059.107191933763,-274211.6981774735,4,318.0737;419.2801;341.4523;507.1663,908.7819;1197.9431;975.5779;1449.0464,1;1;1;1,0,0
231.0,-2070.4182530066205,-276282.11643048015,4,319.4271;421.8625;344.2181;509.2620,912.6490;1205.3215;983.4802;1455.0343,1;1;1;1,0,0
232.0,-2081.730826628188,-278363.8472571083,4,320.7807;424.4449;346.9840;511.3589,916.5163;1212.6996;991.3828;1461.0254,1;1;1;1,0,0
233.0,-2093.0448868146536,-280456.892143923,4,322.1344;427.0271;349.7499;513.4569,920.3839;1220.0774;999.2855;1467.0196,1;1;1;1,0,0
234.0,-2104.360408166493,-282561.25255208946,4,323.4881;429.6092;352.5159;515.5560,924.2518;1227.4548;1007.1884;1473.0170,1;1;1;1,0,0
235.0,-2115.6773658523452,-284676.9299179418,4,324.8420;432.1911;355.2820;517.6561,928.1200;1234.8318;1015.0914;1479.0175,1;1;1;1,0,0
236.0,-2126.9957355934184,-286803.92565353523,4,326.1960;434.7730;358.0481;519.7574,931.9885;1242.2086;1022.9946;1485.0211,1;1;1;1,0,0
237.0,-2138.315493648393,-288942.24114718364,4,327.5500;437.3547;360.8143;521.8597,935.8572;1249.5849;1030.8980;1491.0276,1;1;1;1,0,0
238.0,-2149.6366167988126,-291091.87776398245,4,328.9042;439.9363;363.5805;523.9630,939.7262;1256.9610;1038.8015;1497.0372,1;1;1;1,0,0
239.0,-2160.9590823349427,-293252.8368463174,4,330.2584;442.5178;366.3468;526.0674,943.5955;1264.3366;1046.7051;1503.0496,1;1;1;1,0,0
240.0,-2172.28286804208,-295425.11971435946,4,331.6127;445.0992;369.1131;528.1727,947.4650;1271.7119;1054.6089;1509.0649,1;1;1;1,0,0
241.0,-2183.6079521872907,-297608.72766654677,4,332.9672;447.6804;371.8795;530.2791,951.3348;1279.0869;1062.5129;1515.0831,1;1;1;1,0,0
242.0,-2194.9343135065774,-299803.66198005335,4,334.3217;450.2615;374.6459;532.3864,955.2048;1286.4615;1070.4169;1521.1041,1;1;1;1,0,0
243.0,-2206.261931192437,-302009.9239112458,4,335.6763;452.8425;377.4124;534.4948,959.0751;1293.8357;1078.3211;1527.1279,1;1;1;1,0,0
244.0,-2217.5907848818138,-304227.51469612756,4,337.0310;455.4234;380.1789;536.6040,962.9456;1301.2096;1086.2255;1533.1544,1;1;1;1,0,0
245.0,-2228.9208546444306,-306456.435550772,4,338.3857;458.0041;382.9455;538.7143,966.8164;1308.5831;1094.1299;1539.1836,1;1;1;1,0,0
246.0,-2240.252120971471,-308696.68767174345,4,339.7406;460.5847;385.7121;540.8254,970.6874;1315.9563;1102.0345;1545.2154,1;1;1;1,0,0
247.0,-2251.584564764621,-310948.2722365081,4,341.0955;463.1652;388.4787;542.9375,974.5586;1323.3291;1109.9392;1551.2499,1;1;1;1,0,0
248.0,-2262.9181673254398,-313211.1904038335,4,342.4505;465.7455;391.2454;545.0505,978.4301;1330.7015;1117.8440;1557.2870,1;1;1;1,0,0
249.0,-2274.2529103450584,-315485.44331417856,4,343.8056;468.3257;394.0121;547.1643,982.3018;1338.0735;1125.7489;1563.3267,1;1;1;1,0,0
250.0,-2285.5887758941894,-317771.03209007275,4,345.1608;470.9058;396.7789;549.2791,986.1738;1345.4452;1133.6539;1569.3689,1;1;1;1,0,0
251.0,-2296.925746413443,-320067.9578364862,4,346.5161;473.4858;399.5457;551.3947,990.0460;1352.8165;1141.5590;1575.4135,1;1;1;1,0,0
252.0,-2308.263804703928,-322376.2216411902,4,347.8714;476.0656;402.3125;553.5112,993.9184;1360.1874;1149.4642;1581.4607,1;1;1;1,0,0
253.0,-2319.6029339181423,-324695.8245751083,4,349.2268;478.6453;405.0793;555.6286,997.7910;1367.5580;1157.3695;1587.5102,1;1;1;1,0,0
254.0,-2330.9431175511286,-327026.76769265946,4,350.5823;481.2249;407.8462;557.7468,1001.6638;1374.9282;1165.2749;1593.5622,1;1;1;1,0,0
255.0,-2342.284339431896,-329369.05203209136,4,351.9379;483.8043;410.6132;559.8658,1005.5368;1382.2980;1173.1804;1599.6166,1;1;1;1,0,0
256.0,-2353.6265837150972,-331722.67861580645,4,353.2935;486.3836;413.3801;561.9856,1009.4101;1389.6674;1181.0860;1605.6733,1;1;1;1,0,0
257.0,-2364.969834872948,-334087.6484506794,4,354.6493;488.9628;416.1471;564.1063,1013.2836;1397.0365;1188.9917;1611.7323,1;1;1;1,0,0
258.0,-2376.3140776873825,-336463.96252836677,4,356.0050;491.5418;418.9141;566.2278,1017.1573;1404.4052;1196.8975;1617.7936,1;1;1;1,0,0
259.0,-2387.6592972424414,-338851.62182560924,4,357.3609;494.1207;421.6812;568.3500,1021.0311;1411.7735;1204.8033;1623.8571,1;1;1;1,0,0
260.0,-2399.00547891688,-341250.6273045261,4,358.7168;496.6995;424.4482;570.4730,1024.9052;1419.1415;1212.7092;1629.9229,1;1;1;1,0,0
261.0,-2410.3526083769843,-343660.9799129031,4,360.0728;499.2782;427.2153;572.5968,1028.7795;1426.5090;1220.6152;1635.9909,1;1;1;1,0,0
262.0,-2421.700671569606,-346082.6805844727,4,361.4289;501.8567;429.9824;574.7214,1032.6540;1433.8762;1228.5213;1642.0611,1;1;1;1,0,0
263.0,-2433.0496547153866,-348515.7302391881,4,362.7850;504.4351;432.7496;576.8467,1036.5287;1441.2430;1236.4274;1648.1334,1;1;1;1,0,0
264.0,-2444.399544302177,-350960.1297834903,4,364.1412;507.0133;435.5168;578.9728,1040.4036;1448.6095;1244.3336;1654.2079,1;1;1;1,0,0
265.0,-2455.7503270786497,-353415.88011056895,4,365.4975;509.5914;438.2840;581.0996,1044.2786;1455.9755;1252.2399;1660.2845,1;1;1;1,0,0
266.0,-2467.1019900480846,-355882.982100617,4,366.8539;512.1694;441.0512;583.2271,1048.1539;1463.3412;1260.1463;1666.3631,1;1;1;1,0,0
267.0,-2478.4545204623337,-358361.43662107934,4,368.2103;514.7473;443.8184;585.3553,1052.0293;1470.7065;1268.0527;1672.4438,1;1;1;1,0,0
268.0,-2489.807905815957,-360851.2445268953,4,369.5667;517.3250;446.5857;587.4843,1055.9049;1478.0714;1275.9591;1678.5265,1;1;1;1,0,0
